URLs,Frequency,Dates
twitter.com/rx,814,"['2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49', '2017-08-27T15:13:49']"
go.shr.lc/2wRHO,132,"['2017-08-27T15:01:22', '2017-08-27T15:20:12', '2017-08-27T15:20:17', '2017-08-27T15:24:35', '2017-08-27T15:26:37', '2017-08-27T15:26:37', '2017-08-27T15:30:11', '2017-08-27T15:26:37', '2017-08-27T15:26:37', '2017-08-27T16:30:52', '2017-08-27T16:43:09', '2017-08-27T16:45:11', '2017-08-27T17:11:47', '2017-08-27T17:22:07', '2017-08-27T17:28:45', '2017-08-27T17:28:45', '2017-08-27T17:42:50', '2017-08-27T17:42:24', '2017-08-27T17:42:24', '2017-08-27T17:11:47', '2017-08-27T17:11:47', '2017-08-27T18:21:25', '2017-08-27T18:39:30', '2017-08-27T18:57:02', '2017-08-27T16:45:11', '2017-08-27T19:04:50', '2017-08-27T19:06:47', '2017-08-27T19:06:47', '2017-08-27T19:36:21', '2017-08-27T19:06:47', '2017-08-27T19:55:30', '2017-08-27T20:02:22', '2017-08-27T21:03:19', '2017-08-27T21:32:43', '2017-08-27T22:05:24', '2017-08-27T22:35:36', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T23:14:52', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T23:28:55', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-28T00:09:23', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-28T00:19:27', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-28T03:08:15', '2017-08-28T03:16:23', '2017-08-28T03:16:23', '2017-08-28T03:22:48', '2017-08-28T03:16:23', '2017-08-28T03:16:23', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-28T03:16:23', '2017-08-28T03:16:23', '2017-08-28T03:16:23', '2017-08-28T03:16:23', '2017-08-28T04:52:23', '2017-08-28T03:16:23', '2017-08-28T03:16:23', '2017-08-28T05:15:17', '2017-08-28T05:45:00', '2017-08-27T22:47:58', '2017-08-28T03:16:23', '2017-08-28T03:16:23', '2017-08-28T11:03:23', '2017-08-28T11:03:23', '2017-08-28T12:13:12', '2017-08-27T22:47:58', '2017-08-28T03:16:23', '2017-08-27T22:47:58', '2017-08-28T14:57:16', '2017-08-27T22:47:58', '2017-08-27T22:47:58', '2017-08-28T03:16:23', '2017-08-27T22:47:58', '2017-08-28T03:16:23', '2017-08-28T03:16:23', '2017-08-27T22:47:58', '2017-08-27T22:47:58']"
